landuse,name,geometry,city
residential,,"POLYGON ((-123.168629 49.27136, -123.168618 49.271692, -123.168734 49.271945, -123.168808 49.272106, -123.168548 49.272224, -123.168494 49.272232, -123.168333 49.272238, -123.168095 49.27227, -123.167922 49.272302, -123.167857 49.272324, -123.16786 49.27223, -123.167879 49.271681, -123.167881 49.271664, -123.168629 49.27136))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.148944 49.272751, -123.148948 49.272595, -123.148936 49.272577, -123.148913 49.272565, -123.148884 49.272561, -123.148469 49.272554, -123.148453 49.272558, -123.148442 49.272573, -123.148439 49.272586, -123.148372 49.272586, -123.148367 49.272571, -123.148361 49.272562, -123.148352 49.272556, -123.148338 49.272552, -123.147951 49.27255, -123.147923 49.272556, -123.147904 49.272565, -123.147887 49.272581, -123.147884 49.272599, -123.147882 49.272735, -123.148944 49.272751))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.154448 49.271658, -123.154459 49.271267, -123.154919 49.271271, -123.154953 49.271283, -123.154945 49.271567, -123.154972 49.271595, -123.154971 49.271641, -123.154959 49.271655, -123.15494 49.271663, -123.154911 49.271664, -123.154448 49.271658))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.154957 49.271226, -123.154967 49.270901, -123.154976 49.270745, -123.155056 49.268651, -123.155008 49.268633, -123.152897 49.268601, -123.152824 49.26862, -123.152804 49.26895, -123.152804 49.269082, -123.152788 49.269504, -123.152774 49.269837, -123.152767 49.269969, -123.15274 49.270312, -123.152726 49.270696, -123.152724 49.270852, -123.152721 49.271278, -123.1527 49.271601, -123.152706 49.271615, -123.15272 49.271623, -123.152732 49.271627, -123.15275 49.271629, -123.154448 49.271658, -123.154459 49.271267, -123.15446 49.271228, -123.154911 49.271231, -123.154957 49.271226))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.154424 49.272516, -123.154445 49.271725, -123.154806 49.271733, -123.154837 49.271722, -123.154896 49.271723, -123.154909 49.271725, -123.154938 49.271736, -123.15496 49.271753, -123.154966 49.271769, -123.154969 49.271784, -123.154958 49.271802, -123.154934 49.271817, -123.154919 49.27241, -123.154898 49.272487, -123.154891 49.272502, -123.154876 49.272513, -123.154854 49.272521, -123.154835 49.272523, -123.154424 49.272516))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.154424 49.272516, -123.154445 49.271725, -123.152781 49.271703, -123.152746 49.271712, -123.152726 49.271725, -123.152714 49.271744, -123.152697 49.272453, -123.15271 49.272468, -123.152731 49.272482, -123.152768 49.27249, -123.154424 49.272516))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.152663 49.268596, -123.150497 49.26856, -123.150398 49.268572, -123.150313 49.268572, -123.150216 49.268554, -123.148105 49.268522, -123.148021 49.268533, -123.148008 49.26888, -123.148005 49.268981, -123.147825 49.268978, -123.146206 49.268949, -123.146186 49.269759, -123.147774 49.269784, -123.14781 49.269783, -123.147818 49.269859, -123.147798 49.269858, -123.14637 49.269836, -123.146362 49.269834, -123.146351 49.269821, -123.146341 49.269818, -123.146335 49.269817, -123.14625 49.269815, -123.14624 49.269818, -123.146225 49.269831, -123.146221 49.269834, -123.14618 49.269833, -123.146163 49.270227, -123.147763 49.270259, -123.147763 49.27024, -123.147798 49.270238, -123.14782 49.270236, -123.147834 49.27023, -123.147843 49.270222, -123.147857 49.269885, -123.147972 49.269884, -123.147956 49.270248, -123.147941 49.270624, -123.14794 49.270781, -123.147915 49.271533, -123.147924 49.271545, -123.147944 49.27155, -123.150162 49.271588, -123.150294 49.27159, -123.15029 49.271669, -123.150289 49.271771, -123.150307 49.27179, -123.150306 49.272021, -123.15031 49.272029, -123.150321 49.272033, -123.150339 49.272038, -123.150338 49.272098, -123.15032 49.272101, -123.150309 49.272106, -123.150302 49.272116, -123.150291 49.272391, -123.150295 49.272412, -123.150305 49.272425, -123.150317 49.272433, -123.150333 49.272442, -123.150349 49.272449, -123.150381 49.272453, -123.152482 49.272485, -123.152513 49.27248, -123.152526 49.272474, -123.152539 49.272465, -123.152546 49.272443, -123.152546 49.272145, -123.152561 49.272055, -123.152574 49.271725, -123.1526 49.271588, -123.152608 49.271262, -123.152614 49.271175, -123.152623 49.27085, -123.15263 49.270706, -123.152661 49.269964, -123.152664 49.269834, -123.152689 49.269086, -123.152695 49.268942, -123.152714 49.268612, -123.152663 49.268596))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.150074 49.274582, -123.150063 49.274561, -123.150052 49.274555, -123.150035 49.274546, -123.150005 49.274542, -123.147866 49.274505, -123.147835 49.274509, -123.14781 49.274524, -123.147799 49.274542, -123.147783 49.275266, -123.147793 49.275292, -123.147825 49.275299, -123.149963 49.275334, -123.149999 49.275331, -123.150027 49.275319, -123.150045 49.275297, -123.150058 49.274981, -123.150054 49.274975, -123.150031 49.274969, -123.150012 49.274964, -123.150013 49.274916, -123.150032 49.27491, -123.15005 49.274902, -123.150059 49.274894, -123.150074 49.274582))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.155656 49.271758, -123.155642 49.272152, -123.155567 49.272151, -123.155551 49.272536, -123.15721 49.272565, -123.157254 49.272559, -123.157286 49.27254, -123.157306 49.272512, -123.157318 49.272242, -123.157331 49.271829, -123.157324 49.271807, -123.157309 49.271794, -123.157277 49.271783, -123.155656 49.271758))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.159884 49.27272, -123.159852 49.272721, -123.159818 49.272734, -123.159801 49.272744, -123.159794 49.272762, -123.159774 49.273232, -123.159782 49.27329, -123.159803 49.273339, -123.159841 49.27338, -123.159889 49.273418, -123.159951 49.27345, -123.160007 49.27347, -123.160075 49.273488, -123.160128 49.273496, -123.160181 49.273499, -123.161581 49.273515, -123.161593 49.273516, -123.161614 49.273523, -123.161623 49.273524, -123.161909 49.273528, -123.162183 49.273534, -123.163897 49.273562, -123.164 49.273561, -123.164079 49.273547, -123.164156 49.273518, -123.164216 49.273479, -123.164267 49.273424, -123.164292 49.273375, -123.164302 49.272831, -123.164297 49.272815, -123.164286 49.272802, -123.164258 49.27279, -123.164223 49.272789, -123.161948 49.272747, -123.159884 49.27272))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.164193 49.273625, -123.164109 49.273639, -123.164029 49.273643, -123.160088 49.273586, -123.160074 49.273689, -123.161036 49.273951, -123.161476 49.27402, -123.163209 49.273979, -123.164204 49.273876, -123.164193 49.273625))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.159986 49.263452, -123.159986 49.263826, -123.159976 49.263845, -123.159954 49.263857, -123.159921 49.263864, -123.158014 49.263827, -123.15803 49.263421, -123.159986 49.263452))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.158014 49.263827, -123.157808 49.263824, -123.157788 49.26382, -123.157767 49.263811, -123.15775 49.263793, -123.157741 49.263772, -123.157758 49.263448, -123.157777 49.26343, -123.15781 49.26342, -123.15803 49.263421, -123.158014 49.263827))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.159996 49.263413, -123.157811 49.263376, -123.157774 49.263378, -123.157729 49.263388, -123.157718 49.263388, -123.157713 49.263384, -123.157728 49.263336, -123.157761 49.263321, -123.157768 49.263312, -123.157779 49.263015, -123.157791 49.263, -123.157815 49.262989, -123.157845 49.262982, -123.15995 49.263014, -123.159984 49.263024, -123.160009 49.263042, -123.159996 49.263413))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.157633 49.263029, -123.157632 49.263009, -123.157619 49.262992, -123.157593 49.262978, -123.157565 49.262972, -123.155592 49.262945, -123.155515 49.262934, -123.155464 49.262937, -123.15544 49.262945, -123.155417 49.26296, -123.155404 49.262982, -123.1554 49.263054, -123.155403 49.263065, -123.155411 49.26307, -123.155429 49.263083, -123.15542 49.263273, -123.155412 49.263286, -123.155386 49.263313, -123.155378 49.263323, -123.155384 49.263336, -123.155391 49.263346, -123.155404 49.263352, -123.155424 49.263351, -123.155459 49.263341, -123.157509 49.26337, -123.15764 49.263387, -123.157651 49.263389, -123.157659 49.263385, -123.157661 49.263362, -123.157653 49.263348, -123.157617 49.263328, -123.157614 49.263317, -123.157624 49.263038, -123.157633 49.263029))","Vancouver, British Columbia, Canada"
commercial,,"POLYGON ((-123.155485 49.263387, -123.155452 49.26339, -123.155398 49.263416, -123.155387 49.263742, -123.155397 49.263762, -123.155412 49.263775, -123.155433 49.263784, -123.155458 49.263787, -123.157531 49.263818, -123.157558 49.263814, -123.157579 49.263805, -123.157593 49.263792, -123.1576 49.263772, -123.157606 49.263493, -123.157625 49.26347, -123.157626 49.263455, -123.157615 49.263443, -123.157586 49.263432, -123.157508 49.263413, -123.155485 49.263387))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.153727 49.262914, -123.155165 49.262936, -123.155195 49.262937, -123.155228 49.262947, -123.155244 49.262963, -123.15525 49.26299, -123.155233 49.26336, -123.153712 49.263336, -123.153727 49.262914))","Vancouver, British Columbia, Canada"
commercial,,"POLYGON ((-123.157625 49.264046, -123.157624 49.264023, -123.157608 49.264007, -123.157586 49.263996, -123.157554 49.263992, -123.153096 49.263938, -123.153064 49.263944, -123.153041 49.263954, -123.153026 49.263968, -123.153017 49.26399, -123.152991 49.264325, -123.157589 49.264379, -123.157595 49.264074, -123.157625 49.264046))","Vancouver, British Columbia, Canada"
commercial,,"POLYGON ((-123.153245 49.261905, -123.153554 49.261907, -123.153577 49.261906, -123.153601 49.261897, -123.153616 49.261884, -123.153622 49.261869, -123.153626 49.261813, -123.153606 49.2618, -123.153618 49.261596, -123.153638 49.261557, -123.153669 49.261523, -123.153713 49.261493, -123.153732 49.261065, -123.153239 49.261059, -123.153205 49.261064, -123.153183 49.261075, -123.153168 49.261088, -123.15316 49.261108, -123.153131 49.261853, -123.153146 49.261876, -123.153173 49.261891, -123.153208 49.261901, -123.153245 49.261905))","Vancouver, British Columbia, Canada"
commercial,,"POLYGON ((-123.152842 49.261056, -123.152546 49.26105, -123.152489 49.26282, -123.152802 49.262826, -123.152838 49.262822, -123.152862 49.262811, -123.152877 49.262796, -123.152886 49.262778, -123.152935 49.261115, -123.15293 49.261101, -123.152907 49.261075, -123.152878 49.261061, -123.152842 49.261056))","Vancouver, British Columbia, Canada"
commercial,,"POLYGON ((-123.152472 49.26332, -123.152463 49.263717, -123.152783 49.263726, -123.152816 49.263722, -123.152844 49.263706, -123.152862 49.263691, -123.15287 49.263672, -123.152858 49.263361, -123.152878 49.262946, -123.152868 49.262925, -123.152852 49.262909, -123.152816 49.262898, -123.152486 49.262893, -123.152472 49.26332))","Vancouver, British Columbia, Canada"
construction,Arbutus Station Construction,"POLYGON ((-123.152811 49.263985, -123.152807 49.263974, -123.152801 49.263966, -123.152791 49.263959, -123.152757 49.263957, -123.152766 49.263739, -123.151742 49.263722, -123.151734 49.263938, -123.15242 49.263949, -123.15241 49.264646, -123.152781 49.264658, -123.152799 49.264313, -123.152811 49.263985))","Vancouver, British Columbia, Canada"
commercial,,"POLYGON ((-123.148272 49.263844, -123.148246 49.263852, -123.148226 49.263862, -123.148214 49.263874, -123.148212 49.263879, -123.148208 49.26389, -123.14821 49.264198, -123.14822 49.264204, -123.14823 49.264207, -123.148259 49.264217, -123.14826 49.264227, -123.149002 49.264246, -123.14925 49.264252, -123.149761 49.264259, -123.149763 49.264241, -123.150372 49.26425, -123.150448 49.264235, -123.150602 49.264237, -123.150684 49.264259, -123.151728 49.264283, -123.152303 49.264293, -123.152272 49.263927, -123.15145 49.263908, -123.150706 49.263877, -123.15036 49.26387, -123.148272 49.263844))","Vancouver, British Columbia, Canada"
commercial,,"POLYGON ((-123.14803 49.26327, -123.145861 49.263224, -123.145865 49.263582, -123.145877 49.263599, -123.145898 49.263613, -123.145928 49.263621, -123.145958 49.263624, -123.147262 49.263635, -123.147991 49.26367, -123.14803 49.263664, -123.148058 49.263644, -123.148067 49.263617, -123.148086 49.26329, -123.14803 49.26327))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.152695 49.268218, -123.150543 49.268182, -123.15052 49.268182, -123.150496 49.268186, -123.150477 49.268195, -123.150461 49.268209, -123.150454 49.268221, -123.150441 49.268501, -123.150468 49.268514, -123.152668 49.268552, -123.152738 49.268544, -123.152768 49.268265, -123.152759 49.268247, -123.152743 49.268232, -123.152716 49.26822, -123.152695 49.268218))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.150293 49.26851, -123.150307 49.268225, -123.150302 49.268206, -123.15029 49.268191, -123.15027 49.268182, -123.150249 49.268177, -123.150217 49.268176, -123.148104 49.268142, -123.148077 49.268146, -123.148057 49.268156, -123.148043 49.268166, -123.148033 49.268183, -123.148028 49.268468, -123.148098 49.268484, -123.150232 49.268518, -123.150293 49.26851))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.150474 49.267716, -123.150465 49.267976, -123.15047 49.267992, -123.150481 49.268008, -123.150498 49.268017, -123.15052 49.268022, -123.15265 49.268056, -123.152676 49.268055, -123.152696 49.26805, -123.152716 49.268039, -123.152727 49.268026, -123.152732 49.268011, -123.15274 49.26774, -123.152686 49.267732, -123.15051 49.267708, -123.150474 49.267716))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.152884 49.267751, -123.152852 49.267773, -123.152845 49.268013, -123.152855 49.268036, -123.152871 49.268048, -123.152902 49.268059, -123.152931 49.268061, -123.155007 49.268092, -123.155296 49.268096, -123.157382 49.268129, -123.157408 49.268127, -123.157429 49.268119, -123.157444 49.268108, -123.157452 49.268092, -123.157458 49.267832, -123.157415 49.26781, -123.152884 49.267751))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.119102 49.264156, -123.119105 49.263789, -123.119782 49.263797, -123.11979 49.264131, -123.119776 49.264146, -123.119759 49.264156, -123.119736 49.264163, -123.1197 49.264166, -123.119102 49.264156))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.119948 49.26382, -123.119961 49.263436, -123.119969 49.263417, -123.119987 49.263404, -123.120007 49.263396, -123.120032 49.263392, -123.121658 49.263409, -123.121693 49.263411, -123.121721 49.263425, -123.121733 49.263437, -123.121742 49.263461, -123.121741 49.263781, -123.121692 49.263795, -123.12087 49.263782, -123.12087 49.263836, -123.119948 49.26382))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.12187 49.264162, -123.121905 49.263476, -123.121912 49.263454, -123.121928 49.263439, -123.12196 49.263428, -123.12199 49.263424, -123.12405 49.263455, -123.124079 49.263459, -123.124099 49.263469, -123.124116 49.263482, -123.124124 49.263499, -123.124111 49.263807, -123.124106 49.263813, -123.124094 49.263817, -123.12405 49.263831, -123.12405 49.263852, -123.122689 49.263838, -123.122529 49.263836, -123.122519 49.264166, -123.122488 49.264205, -123.121941 49.264198, -123.12191 49.264192, -123.121884 49.264181, -123.12187 49.264162))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.119105 49.263789, -123.119102 49.264156, -123.117645 49.264132, -123.117615 49.26413, -123.117596 49.264122, -123.117581 49.264113, -123.11757 49.2641, -123.117595 49.263404, -123.117597 49.26339, -123.117612 49.263369, -123.11763 49.263358, -123.117666 49.263352, -123.119706 49.263379, -123.119736 49.263381, -123.119766 49.26339, -123.119788 49.263403, -123.119801 49.26342, -123.119809 49.263442, -123.119779 49.26376, -123.119105 49.26375, -123.119105 49.263789))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.126765 49.263525, -123.128839 49.26354, -123.128878 49.263544, -123.128902 49.263552, -123.128917 49.263563, -123.128927 49.263578, -123.128902 49.263915, -123.126756 49.263897, -123.126754 49.26387, -123.126714 49.263864, -123.126684 49.263856, -123.126672 49.263848, -123.126679 49.263584, -123.126682 49.263563, -123.126696 49.263546, -123.126714 49.263533, -123.126738 49.263527, -123.126765 49.263525))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.12915 49.263538, -123.131224 49.263573, -123.131255 49.263578, -123.131265 49.263582, -123.131277 49.263587, -123.131291 49.263605, -123.131292 49.263612, -123.131294 49.263627, -123.13128 49.263923, -123.131274 49.263928, -123.131257 49.263932, -123.131228 49.26394, -123.131228 49.263966, -123.130355 49.263957, -123.129116 49.263929, -123.129118 49.263909, -123.129094 49.263903, -123.129065 49.263898, -123.129074 49.263588, -123.129076 49.263571, -123.129087 49.263557, -123.129102 49.263546, -123.129122 49.26354, -123.12915 49.263538))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.131506 49.263577, -123.133575 49.263611, -123.133608 49.263614, -123.133632 49.26362, -123.133648 49.263629, -123.133659 49.263643, -123.133662 49.263659, -123.133656 49.264029, -123.131495 49.263969, -123.131496 49.263952, -123.131458 49.263946, -123.131442 49.263943, -123.131435 49.263938, -123.131444 49.263629, -123.131445 49.263613, -123.131449 49.263601, -123.131462 49.263589, -123.131481 49.263581, -123.131506 49.263577))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.13388 49.263618, -123.135954 49.263648, -123.135981 49.263651, -123.136004 49.263662, -123.13602 49.263678, -123.136027 49.263696, -123.136 49.264371, -123.135995 49.264388, -123.135982 49.264402, -123.135961 49.264415, -123.135926 49.264422, -123.135399 49.264416, -123.135406 49.264116, -123.13496 49.264112, -123.134953 49.264408, -123.134075 49.264395, -123.133843 49.264386, -123.133815 49.26438, -123.133798 49.264372, -123.133787 49.26436, -123.133781 49.264346, -123.133809 49.263671, -123.133812 49.263654, -123.13382 49.26364, -123.133835 49.263627, -123.133855 49.26362, -123.13388 49.263618))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.135399 49.264416, -123.134953 49.264408, -123.13496 49.264112, -123.135406 49.264116, -123.135399 49.264416))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.136257 49.263656, -123.13718 49.263684, -123.138353 49.263708, -123.138395 49.263713, -123.138418 49.263722, -123.138435 49.263732, -123.138439 49.263753, -123.138415 49.264429, -123.138407 49.264443, -123.138394 49.264453, -123.138371 49.26446, -123.138342 49.264463, -123.137877 49.26445, -123.13774 49.264447, -123.13626 49.26443, -123.136233 49.264426, -123.136211 49.264418, -123.136188 49.264402, -123.136174 49.264374, -123.13618 49.264075, -123.136191 49.263706, -123.136194 49.263688, -123.136203 49.263676, -123.13622 49.263665, -123.136234 49.263658, -123.136257 49.263656))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.135349 49.264509, -123.135895 49.264526, -123.135923 49.264528, -123.135955 49.264536, -123.135979 49.264551, -123.135991 49.264568, -123.135977 49.26489, -123.135345 49.264886, -123.135349 49.264509))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.136161 49.264895, -123.136162 49.264579, -123.136168 49.264556, -123.136192 49.264539, -123.136231 49.264532, -123.137907 49.264554, -123.138332 49.264561, -123.138361 49.264565, -123.138385 49.264572, -123.138399 49.264585, -123.138409 49.264601, -123.1384 49.264828, -123.138382 49.265266, -123.138372 49.265278, -123.138357 49.265289, -123.138337 49.265295, -123.138311 49.265297, -123.137868 49.265291, -123.137734 49.265288, -123.136217 49.265263, -123.136188 49.26526, -123.136165 49.265253, -123.136152 49.265241, -123.136141 49.265221, -123.136161 49.264895))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.137982 49.265393, -123.138293 49.265408, -123.138319 49.265409, -123.138342 49.265415, -123.138361 49.265427, -123.138375 49.265437, -123.138378 49.265452, -123.138353 49.266096, -123.138344 49.266116, -123.138323 49.266129, -123.138295 49.26614, -123.138265 49.266146, -123.13824 49.266148, -123.13821 49.266148, -123.138162 49.266127, -123.13796 49.266121, -123.137982 49.265393))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.137957 49.26624, -123.138131 49.266242, -123.13815 49.266242, -123.138163 49.266238, -123.138184 49.266226, -123.138195 49.266223, -123.138241 49.266225, -123.138269 49.266232, -123.138296 49.266242, -123.138314 49.266256, -123.138326 49.266274, -123.138324 49.266665, -123.138314 49.266686, -123.138297 49.266703, -123.13827 49.266717, -123.138228 49.266725, -123.13816 49.266724, -123.137946 49.266721, -123.137957 49.26624))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.117345 49.264129, -123.115396 49.264087, -123.115291 49.264081, -123.115087 49.264062, -123.11506 49.264053, -123.115039 49.264042, -123.115019 49.264024, -123.115013 49.263997, -123.115042 49.263403, -123.115045 49.263378, -123.115058 49.263358, -123.115081 49.263341, -123.115117 49.263329, -123.115722 49.26334, -123.116504 49.263343, -123.116618 49.26335, -123.117351 49.26335, -123.117378 49.263355, -123.117403 49.263366, -123.117418 49.263378, -123.117431 49.263394, -123.117435 49.263414, -123.117408 49.264088, -123.117401 49.264107, -123.117385 49.264119, -123.11737 49.264126, -123.117345 49.264129))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.115399 49.264927, -123.115035 49.264921, -123.115012 49.264919, -123.114991 49.264913, -123.114975 49.2649, -123.114968 49.264884, -123.115 49.264227, -123.11501 49.264202, -123.115018 49.264192, -123.115032 49.264183, -123.115048 49.264178, -123.115074 49.264176, -123.115405 49.264193, -123.115534 49.264199, -123.117327 49.264223, -123.117356 49.264226, -123.117376 49.264233, -123.117388 49.264241, -123.117396 49.264252, -123.117399 49.264267, -123.11737 49.264918, -123.117364 49.264932, -123.117355 49.264941, -123.117344 49.264948, -123.117327 49.264954, -123.117304 49.264956, -123.115542 49.264933, -123.115518 49.264906, -123.115506 49.264892, -123.115433 49.264892, -123.115427 49.264905, -123.115415 49.264918, -123.115399 49.264927))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.114969 49.265079, -123.114978 49.265055, -123.114985 49.265049, -123.115009 49.265036, -123.115031 49.265033, -123.115064 49.265033, -123.115123 49.265034, -123.115378 49.265036, -123.115399 49.265036, -123.11541 49.26504, -123.11542 49.265054, -123.115432 49.26507, -123.115436 49.265077, -123.115468 49.26508, -123.11545 49.265408, -123.115449 49.265426, -123.115434 49.26571, -123.115378 49.265718, -123.115318 49.265749, -123.115276 49.265756, -123.115141 49.265752, -123.115106 49.265747, -123.115043 49.26572, -123.115006 49.265689, -123.114948 49.265512, -123.114943 49.26548, -123.114969 49.265079))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.129064 49.263961, -123.129092 49.263954, -123.129116 49.263951, -123.129116 49.263929, -123.130355 49.263957, -123.131228 49.263966, -123.13123 49.263992, -123.131256 49.264001, -123.131274 49.264005, -123.131277 49.264016, -123.131267 49.264315, -123.131259 49.264322, -123.131241 49.264336, -123.131214 49.264343, -123.131182 49.264344, -123.12912 49.264319, -123.129091 49.264312, -123.129075 49.2643, -123.12906 49.26428, -123.129056 49.26426, -123.129064 49.263961))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.131419 49.264318, -123.131429 49.264016, -123.131437 49.264008, -123.131455 49.264002, -123.131493 49.263991, -123.131495 49.263969, -123.133656 49.264029, -123.133642 49.26435, -123.133622 49.264369, -123.133592 49.26438, -123.133555 49.264382, -123.131486 49.264353, -123.131462 49.264347, -123.13144 49.26434, -123.131426 49.264326, -123.131419 49.264318))","Vancouver, British Columbia, Canada"
allotments,Ladybug Community Garden,"POLYGON ((-123.070806 49.263352, -123.070805 49.263416, -123.071224 49.263534, -123.071227 49.263354, -123.070806 49.263352))","Vancouver, British Columbia, Canada"
construction,,"POLYGON ((-123.095343 49.266912, -123.09499 49.266984, -123.094506 49.266977, -123.094267 49.266957, -123.093573 49.266961, -123.093383 49.266962, -123.093384 49.26725, -123.093603 49.267348, -123.093397 49.267893, -123.093032 49.267859, -123.092552 49.267947, -123.092547 49.268073, -123.091668 49.268053, -123.090815 49.267904, -123.090747 49.267809, -123.090083 49.267801, -123.090052 49.267866, -123.092061 49.268205, -123.093051 49.268401, -123.094431 49.268638, -123.094869 49.267735, -123.094943 49.267534, -123.095066 49.267556, -123.095184 49.267263, -123.095232 49.267268, -123.095562 49.267023, -123.095343 49.266912))","Vancouver, British Columbia, Canada"
construction,W16,"POLYGON ((-123.114859 49.256801, -123.114872 49.256436, -123.114477 49.25643, -123.114464 49.256795, -123.114859 49.256801))","Vancouver, British Columbia, Canada"
allotments,Creekside Community Garden,"POLYGON ((-123.104484 49.271871, -123.104492 49.271647, -123.104632 49.271649, -123.104624 49.271873, -123.104484 49.271871))","Vancouver, British Columbia, Canada"
grass,,"POLYGON ((-123.104529 49.270428, -123.104522 49.270387, -123.104501 49.270368, -123.104457 49.270372, -123.104431 49.270398, -123.104427 49.270438, -123.104391 49.270966, -123.104372 49.271295, -123.104379 49.271382, -123.104407 49.271404, -123.104459 49.271411, -123.104489 49.271409, -123.104505 49.271088, -123.104524 49.270685, -123.104529 49.270428))","Vancouver, British Columbia, Canada"
grass,,"POLYGON ((-123.207556 49.231503, -123.207423 49.231496, -123.20733 49.231527, -123.207281 49.231561, -123.207214 49.231578, -123.206977 49.231586, -123.206338 49.231596, -123.206169 49.231601, -123.205992 49.231603, -123.205907 49.231602, -123.205816 49.231605, -123.205715 49.231612, -123.205642 49.231638, -123.205576 49.231652, -123.205491 49.23165, -123.205388 49.231638, -123.204837 49.231516, -123.204664 49.231468, -123.2046 49.231434, -123.20458 49.231411, -123.204571 49.231387, -123.204571 49.231351, -123.204594 49.231312, -123.204628 49.231284, -123.204673 49.231274, -123.204767 49.231272, -123.204929 49.2313, -123.205518 49.231403, -123.20565 49.231416, -123.2058 49.23141, -123.205932 49.231405, -123.206059 49.231399, -123.206208 49.231392, -123.20641 49.231383, -123.206874 49.231378, -123.207233 49.231377, -123.207327 49.231391, -123.207448 49.231412, -123.207535 49.231416, -123.207511 49.231459, -123.207556 49.231503))","Vancouver, British Columbia, Canada"
grass,,"POLYGON ((-123.215107 49.237387, -123.215228 49.237349, -123.215263 49.237258, -123.215146 49.237128, -123.214441 49.236782, -123.213658 49.236411, -123.213327 49.236362, -123.213035 49.236309, -123.212466 49.236131, -123.21203 49.235981, -123.211838 49.235919, -123.211624 49.235949, -123.211426 49.235917, -123.211251 49.235874, -123.211083 49.235765, -123.211025 49.235742, -123.210952 49.235759, -123.210857 49.235753, -123.210791 49.235729, -123.210726 49.23568, -123.210723 49.235714, -123.210664 49.235734, -123.210597 49.23573, -123.210728 49.235773, -123.210781 49.235803, -123.21084 49.235832, -123.210947 49.235844, -123.211048 49.235861, -123.211251 49.235991, -123.212887 49.236535, -123.213226 49.236551, -123.213479 49.236563, -123.213666 49.236658, -123.213806 49.236797, -123.213978 49.236952, -123.214601 49.237197, -123.214994 49.237364, -123.215107 49.237387))","Vancouver, British Columbia, Canada"
grass,,"POLYGON ((-123.217179 49.235718, -123.217108 49.235692, -123.21704 49.235689, -123.216981 49.235702, -123.216924 49.235733, -123.216857 49.235786, -123.216832 49.235823, -123.216823 49.235873, -123.216846 49.235916, -123.21707 49.236107, -123.217386 49.236313, -123.217577 49.236392, -123.217648 49.23651, -123.218336 49.236993, -123.218678 49.237229, -123.219 49.23742, -123.219334 49.237523, -123.219465 49.237563, -123.21956 49.237614, -123.219549 49.23757, -123.21957 49.237535, -123.219606 49.237513, -123.219663 49.237504, -123.219559 49.237481, -123.219319 49.23739, -123.219116 49.237321, -123.218859 49.237163, -123.218817 49.237124, -123.218789 49.237086, -123.218784 49.237046, -123.218795 49.236985, -123.218782 49.236943, -123.218758 49.236901, -123.218495 49.236694, -123.217842 49.23622, -123.21746 49.235928, -123.217179 49.235718))","Vancouver, British Columbia, Canada"
